年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標_緯度,GPS座標_經度,事故類別
2018,9,13,12,56,臺中市,南屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,3,4,C04,7,9,3,18,9,11,  ,25,25,1,12,8,C04,24.142447,120.637677,2
2018,9,13,13,8,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,43,  ,  ,  ,  ,B12,  ,  ,3,  ,11,  ,  ,43,43,  ,4,  ,B12,24.239437,120.565111,3
2018,9,13,13,9,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,6,,1,,,23,,2,21,,B03,24.239699,120.564651,3
2018,9,13,13,15,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,21,2,8,1,1,C03,7,5,1,10,8,15,  ,21,21,1,22,9,C03,24.126216,120.664111,2
2018,9,13,13,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,3,  ,  ,  ,B01,  ,  ,1,  ,2,  ,  ,16,16,1,10,  ,B01,24.151944,120.684826,3
2018,9,13,13,17,臺中市,北屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,2,13,16,2,9,1,1,C03,7,9,4,8,2,11,  ,16,16,1,8,5,C03,24.20105,120.680076,2
2018,9,13,13,33,臺中市,南屯區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,  ,,B03,24.153611,120.632146,3
2018,9,13,14,11,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,3,10,5,5,2,17,43,2,9,1,1,C03,7,12,1,10,2,12,  ,43,43,1,9,5,C03,24.22721,120.537506,2
2018,9,13,14,15,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,24.095831,120.66466,3
2018,9,13,14,26,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,12,23,2,9,1,1,C03,7,9,1,10,2,12,  ,23,23,1,21,1,C03,24.130783,120.737024,2
2018,9,13,14,36,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,3,5,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,14,6,6,1,22,9,C03,24.160385,120.679973,2
2018,9,13,14,36,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,  ,16,16,1,21,8,C03,24.138494,120.611004,2
2018,9,13,14,37,臺中市,神岡區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,3,4,B03,7,9,1,8,2,1,  ,6,6,1,22,9,B03,24.265573,120.693981,2
2018,9,13,14,42,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,4,  ,15,15,1,5,8,B03,24.175055,120.67399,2
2018,9,13,14,44,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,23,,1,  ,,B02,24.20262,120.567307,3
2018,9,13,14,47,臺中市,潭子區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.22798,120.690925,3
2018,9,13,14,59,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,24.149755,120.622791,3
2018,9,13,15,5,臺中市,南屯區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,12,,B03,24.140212,120.628472,3
2018,9,13,15,10,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,22,  ,B12,24.162799,120.672336,3
2018,9,13,15,15,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,  ,6,6,1,21,8,B03,24.177355,120.68584,2
2018,9,13,15,17,臺中市,南區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,23,1,2,9,1,1,C03,7,4,1,10,2,11,  ,1,1,1,21,8,C03,24.115922,120.661613,2
2018,9,13,15,23,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.177605,120.669915,3
2018,9,13,15,25,臺中市,西區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,  ,6,6,1,5,8,C03,24.143989,120.66982,2
2018,9,13,15,30,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,25,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,25,25,1,  ,  ,B03,24.147064,120.640541,3
2018,9,13,15,31,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,10,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,10,10,  ,21,  ,B03,24.152464,120.666355,3
2018,9,13,15,32,臺中市,大里區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,9,4,4,1,12,17,2,9,3,4,F01,7,9,8,20,2,16,  ,5,17,1,20,8,F01,24.08937,120.70282,2
2018,9,13,15,35,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,A12,  ,  ,1,  ,2,  ,  ,23,23,1,  ,  ,A12,24.271935,120.660361,3
2018,9,13,15,50,臺中市,潭子區,0,2,0,8,1,5,50,14,11,1,5,4,5,7,1,1,8,3,4,1,12,8,2,9,1,1,C03,7,5,1,10,2,11,  ,8,8,1,22,1,C03,24.215955,120.688162,2
2018,9,13,15,55,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,6,  ,6,6,1,5,1,B03,24.138754,120.669412,2
2018,9,13,15,55,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,22,,B03,24.185455,120.60355,3
2018,9,13,16,0,臺中市,東區,0,1,0,8,2,5,40,14,9,1,5,4,5,7,4,4,5,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,14,  ,19,19,1,21,8,C03,24.128448,120.699306,2
2018,9,13,16,2,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,24.162758,120.645184,3
2018,9,13,16,3,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,22,  ,B12,24.167145,120.679312,3
2018,9,13,16,10,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,13,  ,23,6,1,19,9,C03,24.14208,120.658805,2
2018,9,13,16,10,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,9,  ,1,22,  ,B03,24.149496,120.623508,3
2018,9,13,16,13,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.149623,120.671501,3
2018,9,13,16,16,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,20,5,C03,24.248043,120.536935,2
2018,9,13,16,23,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,,3,  ,  ,  ,B01,  ,  ,1,  ,2,  ,  ,12,  ,  ,21,  ,B01,24.156026,120.659031,3
2018,9,13,16,29,臺中市,南屯區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,22,8,B03,24.137502,120.646501,3
2018,9,13,16,38,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,  ,6,6,1,21,8,B03,24.174442,120.690309,2
2018,9,13,16,40,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,4,,B12,24.116085,120.711656,3
2018,9,13,16,52,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,22,,B03,24.148336,120.638041,3
2018,9,13,16,55,臺中市,大肚區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,4,,B12,24.155194,120.544861,3
2018,9,13,16,56,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,  ,  ,  ,  ,   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   ,24.118608,120.64911,3
2018,9,13,17,0,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,43,,1,  ,,B03,24.184341,120.609554,3
2018,9,13,17,2,臺中市,中區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,22,8,C03,24.143866,120.681019,2
2018,9,13,17,10,臺中市,外埔區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,1,  ,6,6,1,21,8,B03,24.342243,120.637975,2
2018,9,13,17,13,臺中市,清水區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,25,,1,21,,B03,24.265938,120.575656,3
2018,9,13,17,15,臺中市,沙鹿區,0,2,0,8,2,5,50,3,7,1,5,4,5,7,4,4,1,4,4,2,16,43,2,7,1,1,C03,7,11,1,10,2,13,  ,43,43,1,21,8,C03,24.238988,120.559975,2
2018,9,13,17,18,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,1,21,  ,B03,24.119446,120.667073,3
2018,9,13,17,24,臺中市,北屯區,0,1,0,8,1,5,40,5,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,1,  ,25,25,1,5,8,B03,24.168953,120.712532,2
2018,9,13,17,25,臺中市,大甲區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,2,,B03,24.359117,120.636378,3
2018,9,13,17,28,臺中市,神岡區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,3,23,2,9,1,1,C03,7,9,4,8,2,11,  ,23,23,1,22,9,C03,24.258955,120.658445,2
2018,9,13,17,31,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,5,,1,  ,,B12,24.230123,120.669515,3
2018,9,13,17,34,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,5,1,C03,24.146722,120.665296,2
2018,9,13,17,35,臺中市,沙鹿區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,18,,B03,24.242768,120.565128,3
2018,9,13,17,35,臺中市,潭子區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,24.228736,120.708275,3
2018,9,13,17,39,臺中市,沙鹿區,0,1,0,8,1,5,40,4,9,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,  ,6,6,1,19,8,B03,24.238864,120.573221,2
2018,9,13,17,44,臺中市,南區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,21,8,B03,24.129251,120.678896,2
2018,9,13,17,50,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,3,51,2,9,1,1,H01,8,16,8,20,10,16,  ,51,51,1,21,8,H01,24.175646,120.668648,2
2018,9,13,17,50,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,2,,B03,24.251386,120.537032,3
2018,9,13,17,53,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,23,  ,1,21,  ,B12,24.144635,120.70429,3
2018,9,13,17,54,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,22,,B12,24.038836,120.675659,3
2018,9,13,17,55,臺中市,后里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,12,6,3,10,3,4,B12,7,6,1,5,2,2,  ,6,6,1,21,8,B12,24.286145,120.711505,2
2018,9,13,18,0,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,4,2,9,1,1,C03,7,5,1,10,2,11,  ,4,4,1,21,8,C03,24.231133,120.56593,2
2018,9,13,18,0,臺中市,大甲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,42,,1,  ,,   ,24.335134,120.613731,3
2018,9,13,18,8,臺中市,南區,0,0,0,8,,,40,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,43,  ,1,21,  ,B03,24.112786,120.657966,3
2018,9,13,18,12,臺中市,西屯區,0,1,0,8,3,5,40,3,1,1,5,4,5,7,4,4,9,5,5,2,16,8,2,9,3,4,C03,7,5,1,8,2,12,  ,8,8,2,22,8,C03,24.188305,120.610073,2
2018,9,13,18,14,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,24.140253,120.648358,3
2018,9,13,18,17,臺中市,南區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,15,  ,42,42,1,21,8,C03,24.125958,120.677464,2
2018,9,13,18,20,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,  ,  ,  ,  ,   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   ,24.126678,120.684251,3
2018,9,13,18,21,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,  ,21,  ,B03,24.136011,120.666476,3
2018,9,13,18,21,臺中市,北屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,1,2,5,2,12,23,3,10,1,1,A06,7,9,1,2,2,2,  ,23,23,1,21,8,A06,24.164544,120.694086,2
2018,9,13,18,23,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,6,  ,9,9,1,21,8,B03,24.172026,120.634809,2
2018,9,13,18,27,臺中市,烏日區,0,1,0,8,1,5,40,14,16,1,5,4,5,7,4,4,10,4,5,1,13,23,3,10,1,1,B01,7,9,1,4,2,1,  ,23,23,1,21,8,B01,24.117403,120.618171,2
2018,9,13,18,29,臺中市,中區,0,3,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B01,7,9,1,4,2,1,  ,6,6,1,10,8,B01,24.144621,120.680893,2
2018,9,13,18,32,臺中市,神岡區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,9,,B12,24.254133,120.697085,3
2018,9,13,18,36,臺中市,南區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,  ,6,6,1,21,8,C03,24.117721,120.666528,2
2018,9,13,18,39,臺中市,北區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,  ,51,51,1,22,8,H01,24.146211,120.684611,2
2018,9,13,18,40,臺中市,南屯區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,12,,2,22,,B03,24.153485,120.651842,3
2018,9,13,18,40,臺中市,后里區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,21,,B03,24.286691,120.723248,3
2018,9,13,18,42,臺中市,大肚區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.172453,120.582669,3
2018,9,13,18,45,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,  ,1,22,  ,B03,24.151906,120.645389,3
2018,9,13,18,45,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,21,,C03,24.170758,120.648853,3
2018,9,13,18,47,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,15,  ,6,6,1,21,8,B03,24.156809,120.694307,2
2018,9,13,18,51,臺中市,沙鹿區,0,1,0,8,3,5,60,15,8,1,5,4,5,7,4,4,1,5,3,2,17,9,3,10,1,1,B03,7,6,1,8,2,5,  ,9,9,1,4,8,B03,24.250207,120.584882,2
2018,9,13,19,0,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,23,44,1,  ,,B03,24.227133,120.644297,3
2018,9,13,19,10,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,2,,B03,24.138438,120.655021,3
2018,9,13,19,17,臺中市,西區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,5,,B03,24.155332,120.662431,3
2018,9,13,19,25,臺中市,烏日區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,43,,1,22,,B02,24.111652,120.618444,3
2018,9,13,19,30,臺中市,梧棲區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,  ,6,6,1,2,9,C03,24.228825,120.53197,2
2018,9,13,19,31,臺中市,南屯區,0,0,0,8,3,5,50,14,9,1,5,4,1,7,4,4,1,2,5,2,12,26,3,10,1,1,B03,7,7,1,8,2,2,  ,26,26,1,22,8,B03,24.139541,120.64684,3
2018,9,13,19,54,臺中市,清水區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.309378,120.599896,3
2018,9,13,19,55,臺中市,沙鹿區,0,2,0,8,3,5,40,4,8,1,5,4,5,7,1,1,1,2,1,1,18,13,2,9,1,1,C03,7,9,1,10,2,12,  ,13,13,1,21,8,C03,24.221645,120.579218,2
2018,9,13,20,16,臺中市,南屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,  ,6,6,1,21,8,C03,24.140925,120.642231,2
2018,9,13,20,29,臺中市,北屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,8,3,10,1,1,C03,7,9,1,10,2,11,  ,13,8,1,2,8,C03,24.1811,120.6891,2
2018,9,13,20,30,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,21,,B03,24.167868,120.637914,3
2018,9,13,20,30,臺中市,大雅區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,4,1,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,22,9,B03,24.218585,120.668281,2
2018,9,13,20,37,臺中市,清水區,0,2,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,26,43,2,9,1,1,B03,7,9,1,8,2,5,  ,43,43,1,21,5,B03,24.282815,120.553869,2
2018,9,13,20,38,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,24.200917,120.656616,3
2018,9,13,20,41,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,1,  ,1,21,  ,B03,24.132858,120.69385,3
2018,9,13,20,45,臺中市,東勢區,0,1,0,8,4,5,60,3,1,1,5,4,5,7,4,4,2,5,4,1,11,6,3,10,1,1,B03,7,5,1,8,2,2,  ,6,6,1,21,8,B03,24.263405,120.82509,2
2018,9,13,21,1,臺中市,清水區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,10,8,C03,24.275465,120.571581,2
2018,9,13,21,1,臺中市,后里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,3,4,B12,7,9,1,8,2,1,  ,23,23,1,21,8,B12,24.30983,120.71641,2
2018,9,13,21,3,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,  ,6,6,1,5,8,B03,24.133539,120.675387,2
2018,9,13,21,3,臺中市,梧棲區,0,1,0,8,3,5,60,5,1,1,5,4,5,7,1,1,10,5,5,2,16,16,3,10,3,4,B03,7,6,1,8,2,5,  ,23,16,1,21,8,B03,24.221663,120.524392,2
2018,9,13,21,6,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,  ,6,6,1,21,8,C03,24.160372,120.665365,2
2018,9,13,21,36,臺中市,外埔區,0,3,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,26,43,2,1,3,4,B03,7,9,1,8,11,1,  ,43,43,2,21,8,B03,24.349598,120.663026,2
2018,9,13,21,37,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.15395,120.646673,3
2018,9,13,22,6,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,43,2,9,3,4,C03,7,9,1,10,2,11,  ,43,43,1,21,8,C03,24.167501,120.640867,2
2018,9,13,22,8,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.166556,120.724057,3
2018,9,13,22,36,臺中市,太平區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,  ,6,6,1,2,1,B03,24.149656,120.72469,2
2018,9,13,22,41,臺中市,北屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,44,3,10,1,1,B03,7,5,1,8,2,15,  ,44,44,1,2,8,B03,24.1823,120.7178,2
2018,9,13,22,45,臺中市,大肚區,0,0,,8,,,20,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,5,,B03,24.116948,120.579051,3
2018,9,13,23,18,臺中市,沙鹿區,0,2,0,8,3,5,40,11,9,1,5,4,5,7,4,4,9,5,5,2,10,43,2,9,3,4,C03,7,9,1,10,2,11,  ,43,43,1,21,8,C03,24.197613,120.572816,2
2018,9,13,23,28,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,23,23,1,  ,  ,B12,24.164657,120.664796,3
2018,9,13,23,31,臺中市,南屯區,0,1,0,7,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,  ,6,6,1,22,8,B03,24.152485,120.63411,2
2018,9,14,0,16,臺中市,南區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,15,  ,42,42,1,18,5,C03,24.11622,120.670964,2
2018,9,14,1,29,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,2,  ,6,6,1,22,8,B03,24.170973,120.665125,2
2018,9,14,2,41,臺中市,西區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,2,4,2,17,42,2,9,1,1,B03,7,15,1,8,2,1,  ,42,42,1,5,8,B03,24.136417,120.6658,2
2018,9,14,4,18,臺中市,神岡區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,13,23,2,9,1,1,C03,7,9,2,18,2,11,  ,23,23,1,22,8,C03,24.248829,120.699158,2
2018,9,14,4,38,臺中市,北區,0,0,0,8,3,5,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B01,  ,  ,1,  ,2,  ,  ,23,23,1,5,  ,B01,24.151458,120.677184,3
2018,9,14,5,0,臺中市,神岡區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,1,  ,11,  ,  ,42,42,1,20,  ,B03,24.244691,120.68341,3
2018,9,14,5,50,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,17,10,3,10,1,1,B01,6,11,1,3,2,8,  ,10,10,1,10,4,B01,24.149565,120.675603,2
2018,9,14,6,8,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,43,43,  ,19,  ,B03,24.176728,120.669925,3
2018,9,14,6,22,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,3,18,11,11,  ,25,25,2,21,1,C03,24.112175,120.730913,2
2018,9,14,6,40,臺中市,東勢區,0,1,0,8,1,5,50,14,9,1,5,4,1,6,4,4,5,5,5,1,11,5,2,9,4,1,F01,7,9,8,20,2,16,  ,5,5,1,21,8,F01,24.286308,120.78441,2
2018,9,14,6,58,臺中市,南屯區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,22,8,B03,24.143506,120.610273,3
2018,9,14,7,15,臺中市,潭子區,0,2,0,8,1,5,40,14,9,1,5,4,5,7,1,1,8,3,5,1,10,25,2,9,1,1,C03,7,9,1,9,2,12,  ,25,25,1,22,1,C03,24.204428,120.716354,2
2018,9,14,7,17,臺中市,清水區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,24.268937,120.561926,3
