"年","月","日","時","分","縣市","區","死","受傷","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標緯度","GPS座標經度","事故類別"
"2019","3","28","14","5","臺中市","大雅區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.215896","120.643875","3"
"2019","3","28","14","10","臺中市","西區","0","1","8","1","5","50","4","2","1","5","4","5","7","1","1","10","5","5","2","17","42","3","10","3","4","B03","7","6","1","8","2","5","","42","42","1","21","8","B03","24.150836","120.662955","2"
"2019","3","28","14","18","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","23","3","","","","B03","","","1","","2","","","23","23","","21","","B03","24.170553","120.726693","3"
"2019","3","28","14","19","臺中市","東勢區","0","0","8","1","5","70","3","9","1","5","4","5","7","1","1","1","3","4","1","13","23","3","10","1","1","B03","7","9","1","6","2","3","","44","23","1","22","8","B03","24.226996","120.837691","3"
"2019","3","28","14","30","臺中市","南屯區","0","0","8","","","50","","","","","","","","4","","","","","","","7","3","","","","C03","","","1","","2","","","7","7","1","21","","C03","24.138848","120.613087","3"
"2019","3","28","14","30","臺中市","大雅區","0","1","8","1","5","40","4","2","1","5","4","5","7","1","1","5","5","5","2","13","16","3","10","1","1","B03","7","5","1","8","2","1","","16","16","1","22","8","B03","24.223085","120.64985","2"
"2019","3","28","14","35","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","5","","B12","24.086068","120.676551","3"
"2019","3","28","14","36","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","26","","1","","","B12","24.162296","120.69619","3"
"2019","3","28","14","43","臺中市","太平區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","A41","","","1","","2","","","16","","1","10","","A41","24.134624","120.70955","3"
"2019","3","28","14","49","臺中市","西屯區","0","1","8","1","5","40","3","2","1","5","4","5","7","4","4","5","4","4","2","16","10","3","10","3","4","B03","7","11","1","8","2","1","","10","10","1","22","8","B03","24.186505","120.610514","2"
"2019","3","28","14","50","臺中市","龍井區","0","2","8","1","5","70","14","7","1","5","4","5","7","4","4","1","4","1","2","13","23","3","10","3","4","B03","7","9","1","8","2","1","","23","23","1","22","8","B03","24.187985","120.58165","2"
"2019","3","28","14","53","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.156876","120.736411","3"
"2019","3","28","14","58","臺中市","沙鹿區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","17","","1","10","","B12","24.241645","120.559234","3"
"2019","3","28","15","1","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B12","","","1","8","2","","","23","23","1","21","","B12","24.204721","120.686636","3"
"2019","3","28","15","13","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","7","","1","5","","B12","24.172508","120.683226","3"
"2019","3","28","15","35","臺中市","西區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","1","","6","6","1","20","8","B03","24.141254","120.660183","2"
"2019","3","28","15","40","臺中市","大雅區","0","2","8","1","5","50","14","9","1","5","4","5","7","1","1","3","4","5","1","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.209472","120.650833","2"
"2019","3","28","15","41","臺中市","龍井區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.184472","120.585043","3"
"2019","3","28","15","44","臺中市","中區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","18","","1","5","","B02","24.142729","120.679915","3"
"2019","3","28","15","50","臺中市","大里區","0","2","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","9","1","C03","24.082786","120.710268","2"
"2019","3","28","16","0","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.172447","120.683455","3"
"2019","3","28","16","3","臺中市","南區","0","2","8","1","5","50","14","8","1","5","4","5","7","4","4","5","4","4","2","16","26","2","9","1","1","C03","7","5","1","10","2","12","","26","26","1","22","9","C03","24.113911","120.665147","2"
"2019","3","28","16","5","臺中市","清水區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","1","4","4","1","16","25","3","10","1","1","B03","7","6","1","8","2","4","","25","25","1","21","8","B03","24.27714","120.559901","2"
"2019","3","28","16","12","臺中市","大雅區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.21876","120.648809","3"
"2019","3","28","16","14","臺中市","龍井區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","","","B03","24.125432","120.548721","3"
"2019","3","28","16","35","臺中市","霧峰區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","12","","1","12","","A12","24.059454","120.662946","3"
"2019","3","28","16","36","臺中市","大雅區","0","2","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","1","11","23","3","10","1","1","B12","7","9","1","8","2","8","","23","23","1","21","8","B12","24.219322","120.635017","2"
"2019","3","28","16","44","臺中市","西區","0","1","8","1","5","60","4","1","1","5","4","5","7","1","1","10","5","5","2","16","26","3","10","3","4","B03","7","6","1","8","2","5","","26","26","1","21","8","B03","24.155334","120.662455","2"
"2019","3","28","16","45","臺中市","北屯區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B11","7","5","1","8","2","8","","6","6","1","22","8","B11","24.17782","120.727522","2"
"2019","3","28","16","48","臺中市","后里區","0","1","8","1","5","50","4","20","1","5","4","5","7","1","1","1","4","5","1","3","52","3","10","3","4","B03","7","9","1","8","2","1","","44","52","1","22","8","B03","24.316531","120.724657","2"
"2019","3","28","16","50","臺中市","南區","0","0","8","","","40","","","","","","","","","","","","","","","18","","","","","B12","","","1","","2","","","18","18","1","4","","B12","24.118472","120.657211","3"
"2019","3","28","16","54","臺中市","西屯區","0","2","8","1","5","40","5","2","1","5","4","5","7","1","1","9","5","5","2","16","25","2","9","3","4","C03","7","6","1","10","2","14","","25","25","1","22","8","C03","24.175396","120.637975","2"
"2019","3","28","17","0","臺中市","大里區","0","2","8","1","5","40","4","1","1","5","4","5","7","3","1","10","5","5","2","16","3","2","9","1","1","C03","7","9","1","10","2","11","","3","3","1","3","8","C03","24.118306","120.694554","2"
"2019","3","28","17","0","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","4","","2","","","26","","1","21","","C03","24.132757","120.71646","3"
"2019","3","28","17","0","臺中市","梧棲區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A41","","","1","","2","","","23","","1","","","A41","24.245351","120.537538","3"
"2019","3","28","17","1","臺中市","霧峰區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","1","1","C03","7","5","1","10","2","14","","6","6","1","20","8","C03","24.066228","120.698831","2"
"2019","3","28","17","4","臺中市","西屯區","0","1","8","1","5","40","14","8","1","5","4","5","7","4","4","3","4","4","2","11","6","3","10","3","4","B03","7","6","1","8","2","2","","6","6","1","22","8","B03","24.186702","120.613647","2"
"2019","3","28","17","8","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","5","","B12","24.172546","120.682663","3"
"2019","3","28","17","10","臺中市","西屯區","0","2","8","1","5","50","3","1","1","5","4","5","7","4","4","4","3","5","2","16","7","3","10","1","1","C03","7","8","1","10","2","12","","7","7","1","21","8","C03","24.165101","120.662365","2"
"2019","3","28","17","10","臺中市","大里區","0","1","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","13","21","2","9","1","1","C03","7","9","6","10","8","14","","21","21","1","12","8","C03","24.090723","120.693093","2"
"2019","3","28","17","12","臺中市","龍井區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","21","","B12","24.205393","120.529455","3"
"2019","3","28","17","15","臺中市","大里區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","9","1","C03","24.109155","120.679963","2"
"2019","3","28","17","24","臺中市","后里區","0","0","8","","","50","","","","","","","","","","","","","","","8","","","","","B03","","","1","","2","","","43","8","1","5","","B03","24.308571","120.730758","3"
"2019","3","28","17","26","臺中市","大里區","0","0","8","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","","21","","B03","24.089054","120.694922","3"
"2019","3","28","17","27","臺中市","西屯區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","","","B03","24.177113","120.667034","3"
"2019","3","28","17","29","臺中市","西區","0","2","8","1","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","22","8","C03","24.135142","120.660169","2"
"2019","3","28","17","30","臺中市","大里區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","8","3","10","1","1","C03","7","5","1","10","2","11","","8","8","1","12","8","C03","24.103072","120.699815","2"
"2019","3","28","17","32","臺中市","新社區","0","0","8","1","5","60","14","9","1","5","4","5","7","4","4","4","3","5","1","14","","","","","","B12","","","1","","2","","","12","","1","22","","B12","24.226939","120.837788","3"
"2019","3","28","17","33","臺中市","沙鹿區","0","2","7","1","5","50","3","2","1","5","4","5","7","4","4","5","5","5","2","16","8","2","7","1","1","C03","7","5","1","10","2","11","","8","8","1","5","9","C03","24.226673","120.572504","2"
"2019","3","28","17","40","臺中市","梧棲區","0","1","8","1","5","50","3","2","1","5","4","5","7","1","1","5","5","5","1","13","23","3","10","1","1","B03","7","9","1","8","2","8","","23","23","1","9","8","B03","24.245967","120.54674","2"
"2019","3","28","17","45","臺中市","梧棲區","0","1","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","25","23","2","1","1","1","B03","7","9","1","8","2","8","","23","23","1","4","1","B03","24.248504","120.543802","2"
"2019","3","28","17","55","臺中市","西屯區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","17","9","3","10","1","1","B03","7","6","1","8","2","1","","9","9","1","21","8","B03","24.178782","120.645075","2"
"2019","3","28","17","57","臺中市","烏日區","0","1","8","4","5","50","3","2","1","5","4","5","7","4","4","5","5","4","2","12","1","2","9","1","1","C03","7","4","1","10","2","14","","1","1","1","21","8","C03","24.10852","120.63642","2"
"2019","3","28","17","58","臺中市","霧峰區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","3","","B03","24.060381","120.662664","3"
"2019","3","28","18","9","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","6","","","","","B03","","","1","","2","","","6","6","1","22","","B03","24.152048","120.623971","3"
"2019","3","28","18","12","臺中市","西區","0","2","8","3","5","50","14","9","1","5","4","5","7","4","4","5","5","5","2","16","26","2","8","3","4","C03","7","5","1","10","2","12","","26","26","1","21","8","C03","24.142157","120.658802","2"
"2019","3","28","18","13","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","42","","","","","B03","","","1","","2","","","42","42","1","21","","B03","24.157728","120.665383","3"
"2019","3","28","18","30","臺中市","西區","0","0","8","3","5","50","14","7","1","5","4","5","7","2","","1","5","4","2","13","23","","","","","B03","","","1","","2","","","16","23","1","20","","B03","24.155093","120.658431","3"
"2019","3","28","18","30","臺中市","南區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","18","23","2","9","1","1","C03","7","9","1","10","2","15","","23","23","1","22","9","C03","","","2"
"2019","3","28","18","30","臺中市","東區","0","3","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","2","8","1","1","C03","7","5","1","10","2","12","","6","6","1","22","8","C03","24.144503","120.706118","2"
"2019","3","28","18","31","臺中市","清水區","0","2","8","3","5","40","3","1","1","5","4","5","7","1","1","10","5","5","2","16","26","2","9","1","1","C03","7","5","2","18","2","11","","26","26","1","16","8","C03","24.282063","120.581305","2"
"2019","3","28","18","33","臺中市","西區","0","1","8","3","5","50","3","1","1","5","4","5","7","4","4","10","4","4","2","18","42","2","9","1","1","C03","7","9","1","10","2","14","","42","42","1","21","1","C03","24.145983","120.66987","2"
"2019","3","28","18","33","臺中市","沙鹿區","0","3","8","3","5","40","3","1","1","5","4","5","7","1","1","1","2","1","1","12","7","3","10","1","1","B03","7","8","1","8","2","6","","7","7","1","4","8","B03","24.201634","120.580742","2"
"2019","3","28","18","40","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.200845","120.685337","3"
"2019","3","28","18","46","臺中市","北屯區","0","4","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","12","9","3","10","3","4","B03","7","6","1","7","2","2","","9","9","1","21","8","B03","24.173435","120.667086","2"
"2019","3","28","18","47","臺中市","太平區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B11","","","1","","2","","","42","","1","","","B11","24.150474","120.732685","3"
"2019","3","28","18","48","臺中市","西屯區","0","1","8","3","5","30","3","1","1","5","4","5","7","3","1","9","5","5","2","16","23","3","10","3","4","B03","7","5","1","8","2","8","","23","23","1","22","8","B03","24.187521","120.642908","2"
"2019","3","28","18","50","臺中市","霧峰區","0","1","8","1","5","70","5","1","1","5","4","5","7","1","1","10","5","5","2","16","8","2","9","1","1","C03","7","5","1","10","2","13","","8","8","1","21","8","C03","24.046796","120.692583","2"
"2019","3","28","18","50","臺中市","梧棲區","0","1","8","3","5","50","4","2","1","5","4","5","7","1","1","10","5","5","2","16","25","3","10","1","1","B03","7","5","1","8","2","5","","25","25","1","9","1","B03","24.236306","120.524557","2"
"2019","3","28","18","54","臺中市","沙鹿區","0","2","8","3","5","50","3","1","1","5","4","5","7","4","4","6","5","5","1","16","6","3","10","1","1","B11","7","5","1","8","2","8","","6","6","1","3","8","B11","24.238595","120.563301","2"
"2019","3","28","18","59","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","21","","B03","24.14673","120.669555","3"
"2019","3","28","19","0","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","6","3","","","","B02","","","1","","2","","","6","6","","21","","B02","24.178326","120.738643","3"
"2019","3","28","19","1","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.183317","120.686231","3"
"2019","3","28","19","2","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","7","","1","5","","B02","24.201335","120.66577","3"
"2019","3","28","19","6","臺中市","清水區","0","1","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","11","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","9","1","B03","24.272278","120.576793","2"
"2019","3","28","19","10","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","22","","B12","24.163509","120.717263","3"
"2019","3","28","19","13","臺中市","沙鹿區","0","0","8","","","40","","","","","","","","","","","","","","","12","","","","","B12","","","1","","2","","","12","12","","","","B12","24.25341","120.568939","3"
"2019","3","28","19","15","臺中市","霧峰區","0","1","8","3","5","70","3","1","1","5","4","5","7","1","1","10","5","5","2","16","25","3","10","1","1","B03","7","5","1","8","2","5","","25","25","1","5","8","B03","24.052228","120.694853","2"
"2019","3","28","19","20","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","20","","B03","24.150819","120.655019","3"
"2019","3","28","19","20","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.190773","120.645405","3"
"2019","3","28","19","30","臺中市","烏日區","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","10","","","12","","1","22","","B12","24.106346","120.625008","3"
"2019","3","28","19","45","臺中市","中區","0","1","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","21","5","B03","24.144097","120.67764","2"
"2019","3","28","19","45","臺中市","東區","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.135532","120.699568","3"
"2019","3","28","19","45","臺中市","大里區","0","1","8","3","5","60","4","1","1","2","4","5","7","1","1","10","5","5","2","17","50","3","10","4","1","G03","7","9","1","5","9","15","","50","50","1","10","3","G03","24.078366","120.688946","2"
"2019","3","28","19","51","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","","","C03","24.156672","120.69693","3"
"2019","3","28","20","10","臺中市","南屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","22","","B03","24.147704","120.613052","3"
"2019","3","28","20","10","臺中市","大里區","0","2","8","3","5","50","3","8","1","5","4","5","7","4","4","9","4","4","2","3","23","2","9","1","1","C03","7","9","1","10","3","11","","23","23","1","12","8","C03","24.105139","120.686804","2"
"2019","3","28","20","19","臺中市","西屯區","0","1","8","1","5","50","3","1","1","5","4","5","7","3","1","4","3","5","2","16","42","2","9","1","1","C03","7","9","1","10","2","14","","42","42","1","21","8","C03","24.190705","120.645801","2"
"2019","3","28","20","25","臺中市","清水區","0","1","8","3","5","50","14","9","1","5","4","5","7","4","4","9","5","5","1","12","44","3","10","1","1","B03","7","6","1","8","2","6","","44","44","1","20","7","B03","24.291581","120.567418","2"
"2019","3","28","20","26","臺中市","潭子區","0","0","8","1","5","40","14","9","1","5","4","5","7","4","4","10","5","5","2","16","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.216826","120.691196","3"
"2019","3","28","20","41","臺中市","霧峰區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","18","","1","3","","B12","24.062559","120.681769","3"
"2019","3","28","20","49","臺中市","龍井區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","8","","","21","","2","","","B03","24.199685","120.523498","3"
"2019","3","28","20","50","臺中市","龍井區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","8","","","43","","1","","","B03","24.202365","120.523446","3"
"2019","3","28","20","53","臺中市","西屯區","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","","","B03","24.178193","120.625354","3"
"2019","3","28","20","53","臺中市","大里區","0","1","8","3","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","17","42","3","10","1","1","G03","7","9","1","5","2","15","","42","42","1","21","8","G03","24.080926","120.68863","2"
"2019","3","28","21","2","臺中市","北區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","23","","1","","","B02","24.165277","120.673611","3"
"2019","3","28","21","4","臺中市","西區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.153611","120.66736","3"
"2019","3","28","21","10","臺中市","大里區","0","1","8","3","5","40","11","9","1","5","4","5","7","4","4","10","5","5","1","18","44","2","9","1","1","C03","7","9","4","8","2","14","","44","44","1","6","8","C03","24.074626","120.682873","2"
"2019","3","28","21","20","臺中市","東區","0","0","8","","","40","","","","","","","","","","","","","","","23","","","","","C03","","","1","10","2","","","23","23","1","","","C03","24.142202","120.708387","3"
"2019","3","28","21","20","臺中市","西屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.1671","120.661187","3"
"2019","3","28","21","28","臺中市","大甲區","0","1","8","3","5","70","14","12","1","5","4","5","7","4","4","1","4","4","1","17","6","3","10","1","1","B03","7","15","1","8","2","5","","6","6","1","21","8","B03","24.390998","120.650171","2"
"2019","3","28","21","44","臺中市","后里區","0","1","8","3","5","50","14","13","1","5","4","5","7","4","4","5","5","5","1","20","42","2","9","1","1","B12","7","9","1","8","2","1","","42","42","1","22","8","B12","24.294941","120.749126","2"
"2019","3","28","21","49","臺中市","南區","0","0","","","","","","","","","","","","","","","","","","","23","3","","","","B03","","","1","","2","","","23","23","1","22","","B03","24.119366","120.667076","3"
"2019","3","28","21","56","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","1","","1","22","","C03","24.161224","120.694861","3"
"2019","3","28","21","58","臺中市","北區","0","2","7","3","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","16","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","5","8","C03","24.169979","120.674954","2"
"2019","3","28","22","13","臺中市","南區","0","2","8","1","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","16","26","2","9","1","1","C03","7","11","1","10","2","12","","26","26","1","21","8","C03","24.116648","120.666806","2"
"2019","3","28","22","45","臺中市","太平區","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","B03","","","1","","9","","","43","","2","","","B03","24.15705","120.71733","3"
"2019","3","28","23","24","臺中市","北區","0","2","7","3","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","13","","6","6","1","5","8","C03","24.161599","120.680971","2"
"2019","3","29","0","33","臺中市","大里區","0","3","8","3","5","50","3","2","1","5","4","5","7","4","4","5","4","4","1","17","42","2","8","1","1","B03","7","9","1","8","2","5","","42","42","1","22","8","B03","24.107639","120.697169","2"
"2019","3","29","2","50","臺中市","霧峰區","1","1","8","3","5","80","10","9","1","5","4","5","7","4","4","1","3","5","1","13","43","1","9","3","4","B03","7","9","1","7","9","1","","43","43","1","6","1","B03","24.059133","120.688286","1"
"2019","3","29","5","0","臺中市","西區","0","1","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","C03","7","9","1","8","2","12","","6","6","1","5","5","C03","24.147854","120.660182","2"
"2019","3","29","5","15","臺中市","東區","0","1","8","3","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","3","51","2","9","4","5","H01","8","16","8","20","10","16","","51","51","1","5","8","H01","24.140116","120.691483","2"
"2019","3","29","6","8","臺中市","東區","0","2","8","2","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","15","25","2","7","1","1","C03","7","9","3","18","2","13","","25","25","1","21","8","C03","24.138831","120.694672","2"
"2019","3","29","6","20","臺中市","大里區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","12","","B03","24.118666","120.684953","3"
"2019","3","29","6","30","臺中市","烏日區","0","1","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","2","1","C03","7","9","1","10","2","11","","6","6","1","21","8","C03","24.06487","120.61414","2"
"2019","3","29","6","33","臺中市","北屯區","0","1","8","1","5","50","4","9","1","5","4","5","7","1","1","4","3","5","2","17","6","3","10","1","1","B03","7","5","1","8","2","15","","6","6","1","21","8","B03","24.171721","120.710178","2"
"2019","3","29","6","38","臺中市","龍井區","0","1","8","1","5","50","3","2","1","5","4","5","7","3","1","10","5","5","2","12","6","3","10","1","1","B03","7","6","1","8","2","8","","6","6","1","21","1","B03","24.196036","120.574259","2"
"2019","3","29","6","39","臺中市","北屯區","0","1","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","7","","6","6","1","21","8","B03","24.180883","120.685816","2"
"2019","3","29","6","53","臺中市","東區","0","2","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","26","2","9","1","1","C03","7","5","1","10","3","14","","26","26","1","5","8","C03","24.142235","120.696678","2"
"2019","3","29","6","58","臺中市","潭子區","0","2","8","1","5","50","14","8","1","5","4","5","7","4","4","9","4","4","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.203604","120.678454","2"
"2019","3","29","7","1","臺中市","潭子區","0","2","8","1","5","40","3","1","1","5","4","5","7","4","4","7","2","4","1","16","6","2","9","4","5","F02","7","6","8","20","2","16","","6","6","1","22","8","F02","24.200489","120.71171","2"
"2019","3","29","7","10","臺中市","中區","0","2","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","25","2","9","1","1","C03","7","9","1","10","2","11","","25","25","1","21","8","C03","24.145425","120.680864","2"
"2019","3","29","7","10","臺中市","北屯區","0","1","8","1","5","40","3","1","1","5","4","5","7","3","1","10","5","4","2","16","19","2","9","1","1","C03","7","1","1","10","1","14","","19","19","1","22","8","C03","24.192308","120.682224","2"
"2019","3","29","7","22","臺中市","梧棲區","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","","","","B03","24.251341","120.537052","3"
"2019","3","29","7","25","臺中市","北屯區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","23","","1","21","","B12","24.201408","120.683241","3"
"2019","3","29","7","25","臺中市","潭子區","0","1","8","1","5","50","14","7","1","5","4","5","7","4","4","5","5","4","2","11","4","2","9","1","1","C03","7","9","1","10","2","11","","4","4","1","22","9","C03","24.209776","120.707146","2"
"2019","3","29","7","30","臺中市","梧棲區","0","2","8","1","5","50","3","2","1","5","4","5","7","4","4","5","5","5","1","17","26","2","9","3","4","C03","7","7","1","10","2","11","","26","26","1","21","8","C03","24.239756","120.536742","2"
"2019","3","29","7","40","臺中市","太平區","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","43","","1","5","","C03","24.14807","120.70311","3"
"2019","3","29","7","40","臺中市","大肚區","0","1","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","16","25","3","10","1","1","B03","7","5","1","8","2","4","","25","25","1","21","8","B03","24.161755","120.544066","2"
"2019","3","29","7","40","臺中市","清水區","0","1","8","1","5","50","14","13","1","5","4","5","7","4","4","5","5","5","1","3","23","3","10","1","1","C03","7","9","1","9","11","11","","23","23","2","21","1","C03","24.279351","120.575301","2"
"2019","3","29","7","40","臺中市","大甲區","0","1","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","42","3","10","1","1","C03","7","5","1","10","2","13","","42","42","1","21","1","C03","24.338828","120.60537","2"
"2019","3","29","7","40","臺中市","大雅區","0","1","8","1","5","50","14","8","1","5","4","5","7","4","4","1","4","4","1","16","19","2","9","1","1","C03","7","1","1","10","2","11","","19","19","1","22","8","C03","24.239361","120.632028","2"
"2019","3","29","7","43","臺中市","龍井區","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.180076","120.58299","3"
"2019","3","29","7","43","臺中市","潭子區","0","0","8","","","60","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","44","23","1","22","","B03","24.197583","120.71809","3"
"2019","3","29","7","48","臺中市","南屯區","0","2","8","1","5","40","14","8","1","5","4","5","7","4","4","1","4","4","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.151346","120.63767","2"
