年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,17,8,28,臺中市,大雅區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,9,C03,24.233621,120.638144,2
2018,12,17,8,32,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,3,1,5,4,5,2,16,9,3,10,3,4,C03,7,6,1,10,2,12,  ,9,9,1,22,9,C03,24.17545,120.665868,2
2018,12,17,8,35,臺中市,北區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,21,8,C03,24.163904,120.668156,2
2018,12,17,8,40,臺中市,南屯區,0,0,0,8,1,5,50,14,2,1,5,4,5,7,2,1,1,2,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,1,23,23,1,5,3,B03,24.13002,120.655717,3
2018,12,17,8,41,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,43,43,1,21,  ,B03,24.175942,120.645497,3
2018,12,17,8,48,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,  ,  ,  ,  ,B02,  ,  ,1,  ,2,  ,  ,16,16,1,21,  ,B02,24.15941,120.655985,3
2018,12,17,8,50,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,2,  ,9,9,1,22,8,B03,24.198236,120.65301,2
2018,12,17,8,50,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,1,C03,24.277223,120.561913,2
2018,12,17,8,55,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,3,23,2,9,3,4,C03,7,9,1,10,2,15,  ,23,23,1,22,9,C03,24.168227,120.64657,2
2018,12,17,8,56,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,2,9,1,1,C03,7,5,1,10,2,11,  ,26,26,1,22,8,C03,24.14494,120.649864,2
2018,12,17,8,58,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,42,2,9,1,1,C03,7,9,1,10,2,11,  ,16,42,1,21,8,C03,24.13844,120.669784,2
2018,12,17,8,58,臺中市,東勢區,0,2,0,8,1,5,50,3,9,1,5,4,5,7,4,4,4,5,5,1,16,19,3,10,1,1,C03,7,1,1,10,2,14,  ,19,19,1,22,9,C03,24.248993,120.831391,2
2018,12,17,9,0,臺中市,大雅區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,9,C03,24.21426,120.654449,2
2018,12,17,9,0,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,1,16,26,2,9,1,1,C03,7,5,1,10,2,14,  ,26,26,1,22,9,C03,24.2227,120.64659,2
2018,12,17,9,1,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,4,,B03,24.249831,120.589421,3
2018,12,17,9,3,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,9,4,1,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,21,8,C03,24.160829,120.653289,2
2018,12,17,9,4,臺中市,西屯區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,12,6,2,9,1,1,C03,7,5,1,10,2,14,  ,6,6,1,21,8,C03,24.187393,120.640526,2
2018,12,17,9,9,臺中市,中區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,7,2,8,1,1,C03,7,7,1,10,2,14,  ,7,7,1,21,8,C03,24.142913,120.678058,2
2018,12,17,9,9,臺中市,南區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,  ,23,23,1,22,9,C03,24.119871,120.660615,2
2018,12,17,9,15,臺中市,太平區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,3,1,5,5,5,1,16,6,3,10,1,1,B01,7,9,1,2,2,4,8,6,6,1,10,8,B01,24.12646,120.716556,2
2018,12,17,9,17,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.17235,120.685361,2
2018,12,17,9,27,臺中市,北區,0,0,,8,1,5,50,14,7,1,5,4,5,7,4,4,8,3,4,2,13,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.153807,120.688312,3
2018,12,17,9,27,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,14,  ,6,6,1,22,8,C03,24.171833,120.646156,2
2018,12,17,9,31,臺中市,龍井區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,12,8,2,9,1,1,C03,7,9,1,10,2,11,  ,23,8,1,18,8,C03,24.176941,120.536436,2
2018,12,17,9,32,臺中市,潭子區,0,2,0,8,1,5,40,14,7,1,5,4,5,7,4,4,5,5,4,2,16,19,2,9,1,1,C03,7,1,3,18,2,14,  ,19,19,1,22,8,C03,24.208701,120.70687,2
2018,12,17,9,37,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,  ,,B12,24.125498,120.562497,3
2018,12,17,9,40,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,23,23,2,1,1,1,B03,7,9,1,8,2,8,8,23,23,1,6,3,B03,24.130063,120.640396,2
2018,12,17,9,40,臺中市,東勢區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,24.253671,120.830425,3
2018,12,17,9,43,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,1,4,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,  ,16,16,1,21,5,C03,24.179636,120.685565,2
2018,12,17,9,53,臺中市,中區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,5,5,4,2,12,26,3,10,1,1,B12,7,11,1,8,2,7,  ,26,26,1,10,8,B12,24.143415,120.674865,2
2018,12,17,9,53,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,19,,1,  ,,B02,24.237949,120.643757,3
2018,12,17,9,55,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.150881,120.648709,3
2018,12,17,9,57,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,40,,1,10,,B12,24.123469,120.715018,3
2018,12,17,9,58,臺中市,大里區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,  ,,C03,24.109117,120.660248,3
2018,12,17,10,0,臺中市,北屯區,0,2,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,5,4,2,16,26,2,7,1,1,C03,7,11,1,10,2,11,  ,26,26,1,21,8,C03,24.174963,120.690251,2
2018,12,17,10,0,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,6,3,10,1,1,A12,7,6,1,7,2,15,  ,6,6,1,22,9,A12,24.217983,120.716894,2
2018,12,17,10,10,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,2,  ,B03,24.120041,120.647505,3
2018,12,17,10,10,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,7,  ,6,6,1,21,8,B03,24.116838,120.657141,2
2018,12,17,10,18,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,16,9,3,10,3,4,B03,7,6,1,8,2,15,  ,9,9,1,22,9,B03,24.159255,120.639155,2
2018,12,17,10,24,臺中市,南屯區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B11,7,9,1,7,5,5,  ,25,25,1,5,8,B11,24.153642,120.616635,3
2018,12,17,10,30,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,8,12,3,10,1,1,B03,7,2,1,4,2,3,  ,12,12,1,22,9,B03,24.131612,120.663712,2
2018,12,17,10,30,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,22,,B03,24.331513,120.729708,3
2018,12,17,10,39,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,3,60,2,9,4,5,H01,8,16,8,20,10,16,  ,60,60,1,21,8,H01,24.168823,120.69762,2
2018,12,17,10,40,臺中市,神岡區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,12,  ,42,42,1,22,9,C03,24.273548,120.70124,2
2018,12,17,10,40,臺中市,潭子區,0,0,,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,13,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.208759,120.674092,3
2018,12,17,10,41,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,  ,6,6,1,21,8,B03,24.139684,120.673117,2
2018,12,17,10,41,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,  ,6,6,1,20,8,B03,24.145096,120.624971,2
2018,12,17,10,41,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,7,,11,,,19,,1,22,,B03,24.251492,120.529705,3
2018,12,17,10,45,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,6,  ,25,25,1,20,6,B03,24.159691,120.718362,2
2018,12,17,10,46,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.201764,120.656959,3
2018,12,17,10,50,臺中市,和平區,0,0,0,,,,,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,1,22,  ,B03,24.204529,121.007464,3
2018,12,17,10,51,臺中市,潭子區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,19,,1,22,,A11,24.203886,120.672228,3
2018,12,17,10,53,臺中市,霧峰區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,,,3
2018,12,17,10,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,A12,  ,  ,1,  ,2,  ,  ,23,23,1,21,  ,A12,24.17637,120.694951,3
2018,12,17,10,59,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,  ,,B12,24.153988,120.682335,3
2018,12,17,11,1,臺中市,清水區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,3,25,3,10,1,1,C03,7,5,1,10,2,11,  ,25,25,1,19,8,C03,24.268938,120.575298,2
2018,12,17,11,7,臺中市,梧棲區,0,0,,8,,,70,,,,,,,,,,,,,,,26,,,,,B12,,,1,,2,,,7,26,1,2,,B12,24.242582,120.55667,3
2018,12,17,11,9,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,13,3,10,1,1,C03,7,9,1,10,2,12,  ,13,13,1,18,8,C03,24.117186,120.717872,2
2018,12,17,11,10,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,43,2,8,1,1,C03,7,9,1,10,11,11,  ,43,43,1,22,9,C03,24.120508,120.650328,2
2018,12,17,11,10,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,21,8,C03,24.188853,120.665263,2
2018,12,17,11,11,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,  ,5,  ,B03,24.156288,120.657986,3
2018,12,17,11,16,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,9,,1,4,,B12,24.089322,120.692546,3
2018,12,17,11,23,臺中市,龍井區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,8,C03,24.190087,120.589382,2
2018,12,17,11,27,臺中市,北區,0,0,0,8,1,5,50,4,3,1,5,4,5,7,2,1,8,3,4,2,11,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B03,24.157833,120.689655,3
2018,12,17,11,35,臺中市,西屯區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,4,2,17,43,2,7,3,4,C03,7,21,3,18,2,13,  ,43,43,1,22,9,C03,24.170527,120.610724,2
2018,12,17,11,35,臺中市,梧棲區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,7,1,1,C03,7,9,1,10,2,11,  ,25,25,1,19,8,C03,24.247361,120.546681,2
2018,12,17,11,40,臺中市,西屯區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,9,4,4,2,12,19,3,10,1,1,B03,7,1,1,8,2,1,  ,19,19,1,21,8,B03,24.188307,120.610395,2
2018,12,17,11,41,臺中市,東區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,12,,1,5,,B11,24.14272,120.707923,3
2018,12,17,11,43,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,19,,1,5,,B11,24.151283,120.615865,3
2018,12,17,11,44,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,2,,1,22,,B03,24.142194,120.638492,3
2018,12,17,11,47,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,5,  ,B03,24.139245,120.708966,3
2018,12,17,11,50,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,  ,,B03,24.21475,120.634218,3
2018,12,17,11,54,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,24.175431,120.720546,3
2018,12,17,11,57,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,2,9,1,1,C03,7,9,1,10,2,11,  ,26,6,1,4,8,C03,24.261958,120.531135,2
2018,12,17,12,4,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,3,5,2,2,23,3,10,1,1,B03,7,5,1,8,2,8,  ,23,23,1,2,8,B03,24.172885,120.676128,2
2018,12,17,12,5,臺中市,石岡區,0,0,0,8,,,70,,,,,,,,,,,,,,,6,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,6,6,1,21,  ,B12,24.274303,120.776743,3
2018,12,17,12,6,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B12,7,9,1,7,2,6,  ,25,25,1,21,8,B12,24.201121,120.676585,2
2018,12,17,12,11,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.146815,120.64585,4
2018,12,17,12,15,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.188924,120.60559,3
2018,12,17,12,16,臺中市,大里區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,1,,1,21,,B03,24.104689,120.681211,3
2018,12,17,12,17,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B12,24.199255,120.686812,3
2018,12,17,12,20,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,11,5,2,9,1,1,C03,7,9,3,18,2,11,  ,5,5,1,19,8,C03,24.349747,120.61161,2
2018,12,17,12,26,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,25,2,9,3,4,C03,7,6,1,10,2,11,  ,25,25,1,22,8,C03,24.18477,120.618538,2
2018,12,17,12,26,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.100818,120.676725,3
2018,12,17,12,31,臺中市,東區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,3,18,2,12,  ,6,6,1,5,8,C03,24.150971,120.696079,2
2018,12,17,12,37,臺中市,西區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.138701,120.676416,3
2018,12,17,12,37,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,19,,1,4,,C03,24.107888,120.72925,3
2018,12,17,12,39,臺中市,西區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,1,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,8,  ,15,15,1,5,8,B03,24.137512,120.670879,2
2018,12,17,12,40,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,2,C03,24.200891,120.5476,2
2018,12,17,12,41,臺中市,南區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,20,,C03,24.120788,120.649527,3
2018,12,17,12,42,臺中市,西屯區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,13,16,3,10,3,4,C03,7,15,1,10,2,11,  ,16,16,1,22,9,C03,24.176267,120.659093,2
2018,12,17,12,45,臺中市,東勢區,0,1,0,8,1,5,60,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B12,7,6,1,8,2,2,  ,6,6,1,9,8,B12,24.247393,120.831333,2
2018,12,17,12,50,臺中市,豐原區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,18,,  ,  ,,B02,24.255853,120.713285,3
2018,12,17,12,54,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,8,3,4,2,12,6,3,10,1,1,B03,7,6,5,8,2,6,  ,6,6,1,5,8,B03,24.15591,120.685549,2
2018,12,17,12,58,臺中市,南區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,17,43,2,8,1,1,C03,7,9,1,10,2,12,  ,43,43,1,21,8,C03,24.114327,120.652847,2
2018,12,17,13,0,臺中市,西屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,4,2,12,9,3,10,1,1,A12,7,6,1,7,2,2,  ,9,9,1,10,8,A12,24.202166,120.654305,2
2018,12,17,13,1,臺中市,沙鹿區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,23,,1,  ,,B02,24.254275,120.5997,4
2018,12,17,13,6,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.176116,120.714053,3
2018,12,17,13,6,臺中市,霧峰區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,2,5,1,13,23,2,8,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,8,C03,24.044504,120.686102,2
2018,12,17,13,9,臺中市,大雅區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,13,44,2,9,1,1,C03,7,9,1,10,2,11,  ,16,44,1,22,9,C03,24.222774,120.646531,2
2018,12,17,13,18,臺中市,大甲區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.355472,120.619724,3
2018,12,17,13,18,臺中市,東勢區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,17,42,2,9,1,1,C03,7,5,1,10,2,14,  ,42,42,1,9,8,C03,24.258868,120.825573,2
2018,12,17,13,20,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.150555,120.733168,3
2018,12,17,13,23,臺中市,神岡區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,9,,B12,24.25837,120.651865,3
2018,12,17,13,25,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,23,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B03,24.11886,120.679148,3
2018,12,17,13,30,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,19,,1,22,,B12,24.115888,120.626672,3
2018,12,17,13,32,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,5,,B03,24.060028,120.664528,3
2018,12,17,13,40,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,26,,1,10,,B12,24.171906,120.710501,3
2018,12,17,13,45,臺中市,外埔區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,11,6,3,10,3,4,C03,7,6,1,10,2,11,  ,6,6,1,22,8,C03,24.342417,120.634191,2
2018,12,17,13,49,臺中市,中區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.140366,120.6803,3
2018,12,17,13,59,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,26,,1,  ,,A02,24.154597,120.68612,3
2018,12,17,14,3,臺中市,西區,0,0,,8,1,5,50,14,,1,5,4,5,7,1,1,9,4,4,2,11,19,,,,,B03,,,1,,2,,,44,19,1,22,,B03,24.146107,120.670429,3
2018,12,17,14,22,臺中市,東區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,16,7,3,10,1,1,B03,7,8,1,8,2,6,  ,7,7,1,22,8,B03,24.132072,120.690137,2
2018,12,17,14,22,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,9,,B12,24.124159,120.723084,3
2018,12,17,14,22,臺中市,沙鹿區,0,3,0,8,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,15,45,3,10,1,1,B03,7,9,1,8,2,8,  ,45,45,1,20,9,B03,24.250047,120.57902,2
2018,12,17,14,25,臺中市,西屯區,0,0,,8,,,1,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.172908,120.665935,3
2018,12,17,14,30,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.169753,120.659017,3
2018,12,17,14,30,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,9,  ,B03,24.146736,120.71294,3
2018,12,17,14,33,臺中市,南區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,3,18,2,5,  ,23,23,1,21,8,B03,24.125398,120.679303,2
2018,12,17,14,33,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,1,5,,B03,24.221337,120.579393,3
2018,12,17,14,34,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,42,3,10,1,1,B03,7,9,1,8,2,6,  ,42,42,1,21,1,B03,24.152629,120.700944,2
2018,12,17,14,35,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,  ,,B03,24.065685,120.665028,3
2018,12,17,14,37,臺中市,神岡區,0,3,0,8,1,5,60,14,8,1,5,4,5,7,4,4,1,4,4,1,16,19,3,10,1,1,B03,7,1,1,8,2,8,  ,19,19,1,21,8,B03,24.229488,120.690528,2
2018,12,17,14,47,臺中市,梧棲區,0,0,1,8,1,5,70,3,2,1,5,4,5,7,1,1,1,4,3,1,9,26,3,10,1,1,B03,7,11,3,18,2,1,  ,26,26,1,9,8,B03,24.246325,120.546839,2
2018,12,17,14,59,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,24.088575,120.695481,3
2018,12,17,15,3,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,1,6,2,1,10,5,5,2,16,25,2,8,1,1,C03,7,9,1,10,2,11,  ,25,25,1,22,8,C03,24.175007,120.613197,2
2018,12,17,15,8,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.175063,120.735848,3
2018,12,17,15,19,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,8,3,5,1,12,43,2,9,1,1,C03,7,9,1,10,2,12,  ,43,43,1,22,8,C03,24.166473,120.64418,2
2018,12,17,15,20,臺中市,龍井區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,26,,1,10,,A12,24.175876,120.582564,3
2018,12,17,15,27,臺中市,西屯區,0,0,0,8,1,5,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,1,  ,23,23,1,22,  ,B03,24.176315,120.663556,3
2018,12,17,15,30,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,3,18,2,8,  ,10,10,1,20,8,B03,24.124479,120.734766,2
