年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,6,14,10,臺中市,太平區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,5,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,  ,6,6,1,19,5,B03,24.151401,120.716835,2
2018,12,6,14,14,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,  ,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,6,  ,1,  ,  ,C03,24.132251,120.689738,3
2018,12,6,14,14,臺中市,南屯區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,5,5,4,2,12,7,2,9,1,1,C03,7,7,1,10,2,14,  ,7,7,1,22,8,C03,24.152424,120.632679,2
2018,12,6,14,18,臺中市,東勢區,0,1,0,8,1,5,70,14,8,1,5,4,5,7,4,4,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,14,23,23,1,22,8,C03,24.232862,120.836092,2
2018,12,6,14,19,臺中市,沙鹿區,0,1,0,8,1,5,40,15,9,1,5,4,5,7,4,4,10,5,5,2,11,43,2,9,1,1,C03,7,9,1,10,2,14,  ,43,43,1,21,8,C03,24.224235,120.577289,2
2018,12,6,14,20,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,38,2,9,1,1,C03,7,14,1,10,2,11,  ,38,38,1,4,8,C03,24.121702,120.709703,2
2018,12,6,14,22,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,7,,1,10,,A31,24.141445,120.640391,3
2018,12,6,14,26,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,26,26,1,19,  ,B03,24.155744,120.681501,3
2018,12,6,14,34,臺中市,烏日區,0,1,0,8,1,5,30,5,1,4,5,2,1,7,1,1,10,5,5,2,16,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,8,C03,24.117851,120.608051,2
2018,12,6,14,40,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.211396,120.689949,3
2018,12,6,14,40,臺中市,潭子區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,24.224225,120.721311,3
2018,12,6,14,41,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,5,,1,21,,B12,24.213384,120.633464,3
2018,12,6,15,9,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,  ,,B12,24.142397,120.64646,3
2018,12,6,15,9,臺中市,北屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,3,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.171247,120.706955,2
2018,12,6,15,10,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,38,  ,  ,  ,  ,C03,  ,  ,6,  ,2,  ,  ,23,38,1,22,  ,C03,24.1533,120.6824,3
2018,12,6,15,13,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,  ,6,6,1,22,8,C03,24.149949,120.649779,2
2018,12,6,15,17,臺中市,西屯區,0,0,0,8,,,25,,,,,,,,,,,,,,,7,  ,  ,  ,  ,A12,  ,  ,1,  ,2,  ,  ,7,7,1,10,  ,A12,24.200321,120.64839,3
2018,12,6,15,18,臺中市,沙鹿區,0,1,0,8,1,5,40,3,8,1,5,4,5,7,4,4,1,4,1,2,16,6,3,10,1,1,B03,7,6,1,8,2,4,  ,6,6,1,21,8,B03,24.224346,120.577889,2
2018,12,6,15,19,臺中市,東區,0,0,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,17,23,3,10,1,1,B01,7,15,1,8,2,6,  ,23,23,1,21,8,B01,24.141132,120.692143,3
2018,12,6,15,20,臺中市,東區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,17,8,3,10,1,1,B12,7,5,1,8,2,8,  ,8,8,1,5,8,B12,24.13527,120.688491,2
2018,12,6,15,27,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,22,,B03,24.15293,120.687265,3
2018,12,6,15,30,臺中市,清水區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,G06,,,7,,11,,,43,,  ,  ,,G06,24.265238,120.560348,3
2018,12,6,15,35,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C04,7,9,1,10,2,12,  ,25,25,1,22,8,C04,24.14684,120.643781,2
2018,12,6,15,36,臺中市,大雅區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,5,1,12,7,2,9,1,1,C03,7,7,1,10,2,14,  ,7,7,1,22,9,C03,24.230468,120.656474,2
2018,12,6,15,40,臺中市,西區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,  ,19,19,1,8,9,C03,24.15362,120.670261,2
2018,12,6,15,40,臺中市,沙鹿區,0,1,0,8,1,5,40,14,7,1,5,4,5,7,4,4,8,5,4,2,16,10,3,10,1,1,B03,7,11,1,8,2,4,  ,10,10,1,5,9,B03,24.226427,120.57541,2
2018,12,6,15,48,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,4,,,23,,1,21,,B03,24.06829,120.662368,3
2018,12,6,15,56,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,20,,B03,24.150896,120.633418,3
2018,12,6,16,0,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,4,7,1,1,1,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,  ,16,16,1,12,8,C03,24.198194,120.651507,2
2018,12,6,16,20,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.109632,120.69559,3
2018,12,6,16,20,臺中市,龍井區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,26,2,9,1,1,C03,7,9,1,10,2,12,  ,26,26,1,21,8,C03,24.190929,120.592991,2
2018,12,6,16,27,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,22,8,C03,24.1698,120.6779,2
2018,12,6,16,27,臺中市,大里區,0,0,,8,,,60,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,7,44,1,21,,B03,24.100633,120.691481,3
2018,12,6,16,32,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,12,6,2,9,1,1,C03,7,9,1,10,2,14,  ,6,6,1,21,8,C03,24.131386,120.676929,2
2018,12,6,16,45,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.177,120.639273,3
2018,12,6,16,45,臺中市,大雅區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,1,16,6,4,11,1,1,B03,7,15,1,8,2,8,  ,6,6,1,21,8,B03,24.216209,120.649287,2
2018,12,6,16,45,臺中市,大雅區,0,1,0,8,2,5,40,4,1,1,5,4,5,7,3,1,10,5,5,2,17,6,2,9,1,1,C03,7,5,3,18,2,14,  ,6,6,1,22,9,C03,24.209404,120.644296,2
2018,12,6,16,49,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B12,24.362934,120.639272,4
2018,12,6,16,50,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,19,,1,22,,A41,24.079228,120.657527,3
2018,12,6,16,54,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,42,3,10,1,1,B03,7,5,1,8,2,8,  ,42,42,1,22,8,B03,24.169966,120.675711,2
2018,12,6,16,55,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,  ,5,  ,B03,24.119148,120.650608,3
2018,12,6,17,5,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,21,,B03,24.09649,120.667118,3
2018,12,6,17,6,臺中市,東區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,67,,1,  ,,   ,24.131333,120.705236,3
2018,12,6,17,7,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.167751,120.638378,3
2018,12,6,17,8,臺中市,新社區,0,0,0,8,,,40,,,,,,,,,,,,,,,6,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,6,6,1,21,  ,B03,24.195211,120.809763,3
2018,12,6,17,13,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,5,5,2,12,9,3,10,1,1,B03,7,6,1,8,2,5,  ,9,9,1,22,8,B03,24.189139,120.615575,2
2018,12,6,17,15,臺中市,大里區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,17,9,3,10,1,1,B03,7,6,1,4,2,6,  ,9,9,1,21,8,B03,24.105625,120.69813,2
2018,12,6,17,25,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,3,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,12,1,21,  ,B12,24.147321,120.653026,3
2018,12,6,17,28,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,2,  ,25,25,1,21,8,B03,24.144657,120.657261,2
2018,12,6,17,29,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,4,5,5,1,13,16,3,10,1,1,C03,7,9,1,10,2,11,  ,16,16,1,5,7,C03,24.147896,120.715738,2
2018,12,6,17,30,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.108808,120.69172,2
2018,12,6,17,32,臺中市,東區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,1,10,3,10,1,1,B03,7,11,1,8,2,5,  ,10,10,1,5,8,B03,24.144528,120.703596,2
2018,12,6,17,32,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,  ,  ,  ,  ,B12,  ,  ,6,  ,2,  ,  ,6,6,1,  ,  ,B12,24.162799,120.719191,3
2018,12,6,17,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,1,1,1,10,  ,B03,24.180443,120.682533,3
2018,12,6,17,35,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,4,,B03,24.183786,120.530361,3
2018,12,6,17,38,臺中市,西屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,12,23,3,10,1,1,B03,7,6,1,8,2,6,  ,9,23,1,22,8,B03,24.190775,120.614281,2
2018,12,6,17,40,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,5,,B03,24.115204,120.674365,3
2018,12,6,17,40,臺中市,梧棲區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,12,  ,23,23,1,2,9,C03,24.263848,120.53544,2
2018,12,6,17,40,臺中市,潭子區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,22,,B03,24.207003,120.705008,3
2018,12,6,17,41,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,21,,B03,24.115381,120.679471,3
2018,12,6,17,43,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,24.203451,120.686445,3
2018,12,6,17,45,臺中市,南屯區,0,0,0,8,3,5,50,14,7,1,5,4,5,7,1,,5,5,4,,12,42,3,10,1,1,B03,7,9,1,8,2,7,  ,42,42,1,22,8,B03,24.14871,120.637607,3
2018,12,6,17,53,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.18331,120.630806,3
2018,12,6,18,0,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,21,,B12,24.101951,120.672353,3
2018,12,6,18,3,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,2,23,3,10,1,1,C03,7,9,1,10,11,12,  ,23,23,2,21,8,C03,24.140492,120.724543,2
2018,12,6,18,5,臺中市,東區,0,0,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,14,12,3,10,1,1,B12,7,2,1,8,2,3,  ,12,12,1,21,8,B12,24.140291,120.702077,3
2018,12,6,18,5,臺中市,太平區,0,1,0,7,3,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,9,3,10,1,1,C03,7,6,1,10,2,12,  ,9,9,1,21,8,C03,24.149663,120.710609,2
2018,12,6,18,5,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,43,,1,  ,,B03,24.133931,120.721157,3
2018,12,6,18,9,臺中市,沙鹿區,0,1,0,8,3,5,40,3,2,1,5,4,5,7,4,4,10,5,3,2,17,6,2,9,1,1,C03,7,6,1,10,2,14,  ,6,6,1,4,8,C03,24.250226,120.586329,2
2018,12,6,18,10,臺中市,大雅區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.209356,120.650826,3
2018,12,6,18,13,臺中市,北屯區,0,2,0,8,3,5,50,4,5,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,13,12,6,6,1,5,8,C03,24.177663,120.72247,2
2018,12,6,18,18,臺中市,東區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,5,,B03,24.142699,120.692008,3
2018,12,6,18,18,臺中市,南區,0,1,0,8,2,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,16,26,3,10,1,1,C03,7,5,1,10,2,12,  ,26,26,1,5,8,C03,24.116855,120.660525,2
2018,12,6,18,19,臺中市,南區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,13,16,3,10,1,1,B03,7,9,1,8,2,8,  ,16,16,1,21,8,B03,24.127007,120.66986,2
2018,12,6,18,25,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.086705,120.711151,3
2018,12,6,18,30,臺中市,北區,,,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.1692,120.6726,3
2018,12,6,18,30,臺中市,南區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,3,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,23,23,  ,17,  ,C03,24.117143,120.66973,3
2018,12,6,18,32,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,7,1,1,C03,7,5,1,10,2,14,  ,26,26,1,21,8,C03,24.140094,120.682208,2
2018,12,6,18,33,臺中市,后里區,0,1,0,8,3,5,50,15,20,4,5,4,5,7,4,4,5,5,5,1,2,26,3,10,1,1,C03,7,9,1,10,2,11,  ,26,26,1,21,8,C03,24.309475,120.732096,2
2018,12,6,18,35,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,1,22,  ,B03,24.140916,120.6417,3
2018,12,6,18,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,3,  ,  ,  ,B03,  ,  ,1,8,2,  ,  ,23,23,1,21,  ,B03,24.162963,120.69014,3
2018,12,6,18,38,臺中市,龍井區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,13,42,3,10,1,1,B12,7,9,1,8,5,5,  ,42,42,1,21,8,B12,24.184915,120.585326,3
2018,12,6,18,39,臺中市,東區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,8,  ,23,23,1,5,8,B03,24.146845,120.699346,2
2018,12,6,18,55,臺中市,南屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B02,7,9,1,8,2,1,  ,23,23,1,22,8,B02,24.141855,120.649723,2
2018,12,6,18,57,臺中市,清水區,0,1,0,7,3,5,40,14,11,1,5,4,5,7,4,4,9,4,4,1,18,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,1,C03,24.286768,120.585203,2
2018,12,6,19,0,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,25,,1,21,,B12,24.135712,120.636741,3
2018,12,6,19,5,臺中市,潭子區,0,1,0,8,3,5,50,14,12,1,5,4,5,7,4,4,1,4,5,1,16,40,3,10,1,1,B03,7,13,1,6,2,4,  ,40,40,1,22,8,B03,24.21628,120.696553,2
2018,12,6,19,9,臺中市,龍井區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,2,2,1,1,C03,7,5,1,10,2,11,  ,26,26,1,21,8,C03,24.181742,120.584587,2
2018,12,6,19,10,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,19,19,1,21,  ,B03,24.142924,120.668732,3
2018,12,6,19,19,臺中市,龍井區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,  ,6,6,1,20,8,C03,24.187618,120.531075,2
2018,12,6,19,20,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,26,3,10,1,1,C03,7,5,1,10,2,11,  ,26,26,1,9,8,C03,24.100935,120.688018,2
2018,12,6,19,26,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,21,8,C03,24.149008,120.668193,2
2018,12,6,19,27,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,18,,1,19,,C03,24.10999,120.682378,3
2018,12,6,19,30,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,43,,1,5,,B03,24.147903,120.669383,3
2018,12,6,19,40,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,5,,B03,24.091006,120.704397,3
2018,12,6,19,48,臺中市,西屯區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,1,1,5,4,4,2,16,6,2,9,1,1,F01,7,5,8,20,2,16,  ,6,6,1,22,8,F01,24.175521,120.665763,2
2018,12,6,19,50,臺中市,東區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,27,3,10,1,1,B03,7,6,1,8,2,5,  ,27,27,1,5,8,B03,24.142845,120.690797,2
2018,12,6,19,59,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.142738,120.640628,3
2018,12,6,20,7,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,18,23,2,9,1,1,C03,7,9,3,18,2,12,  ,23,23,1,5,8,C03,24.169753,120.685234,2
2018,12,6,20,8,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.185305,120.617579,3
2018,12,6,20,9,臺中市,北區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,16,25,2,8,1,1,C03,7,5,1,10,2,14,  ,25,25,1,22,8,C03,24.15172,120.688412,2
2018,12,6,20,17,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,23,,1,10,,A02,24.138448,120.610882,3
2018,12,6,20,36,臺中市,南屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,17,23,3,10,3,4,B03,7,9,1,8,2,1,  ,23,23,1,22,8,B03,24.141769,120.652973,2
2018,12,6,20,40,臺中市,梧棲區,0,2,0,8,3,5,70,5,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,2,  ,26,26,1,2,9,B03,24.244316,120.552139,2
2018,12,6,20,41,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,  ,6,6,1,21,8,C03,24.141732,120.675567,2
2018,12,6,20,53,臺中市,太平區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,  ,,B03,24.153055,120.728611,3
2018,12,6,21,5,臺中市,西區,0,0,,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,,,,,,B03,,,1,,2,,,25,,1,19,,B03,24.140117,120.682211,3
2018,12,6,21,6,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,  ,6,6,1,21,8,B03,24.138738,120.669425,2
2018,12,6,21,10,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.148575,120.635788,4
2018,12,6,21,10,臺中市,北屯區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,3,4,C03,7,9,3,18,2,11,  ,23,23,1,21,8,C03,24.172908,120.690578,2
2018,12,6,21,10,臺中市,大肚區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,21,,B12,24.150081,120.543511,3
2018,12,6,21,24,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,16,16,  ,3,  ,B03,24.112086,120.64573,3
2018,12,6,21,30,臺中市,東區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,7,  ,6,6,1,21,8,B03,24.131694,120.690142,2
2018,12,6,21,40,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,1,,,,,,,23,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,21,  ,B03,24.146775,120.643872,3
2018,12,6,21,46,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,  ,  ,  ,  ,B03,24.168823,120.579077,3
2018,12,6,21,53,臺中市,新社區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.241215,120.8087,3
2018,12,6,21,55,臺中市,大雅區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.229773,120.655069,3
2018,12,6,21,59,臺中市,北屯區,0,2,0,8,3,5,50,15,22,1,5,4,5,7,1,1,10,5,5,1,16,23,2,7,1,1,C03,7,9,1,10,2,12,  ,23,23,1,5,8,C03,24.170026,120.685438,2
2018,12,6,22,0,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,15,  ,6,6,1,21,8,B03,24.15722,120.670467,2
2018,12,6,22,21,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,4,5,F01,7,9,8,20,2,16,  ,25,25,1,21,8,F01,24.180271,120.686078,2
2018,12,6,22,35,臺中市,外埔區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,6,,11,,,43,,1,  ,,B03,24.330773,120.620838,3
2018,12,6,22,40,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,24.099387,120.70181,3
2018,12,6,22,48,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,3,,2,,,48,,1,22,,B03,24.154872,120.667381,3
2018,12,6,22,48,臺中市,西屯區,0,0,,8,,,1,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,43,,1,5,,B03,24.17627,120.659435,3
2018,12,6,22,59,臺中市,南屯區,0,0,,8,,,23,,,,,,,,,,,,,,,,,,,,B03,,,6,,2,,,23,,1,21,,B03,24.14694,120.646645,3
2018,12,6,23,7,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,8,3,4,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,  ,25,25,1,3,1,B03,24.152829,120.677338,2
2018,12,6,23,41,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,5,1,10,2,14,  ,23,23,1,21,8,C03,24.16707,120.678264,2
2018,12,7,0,9,臺中市,北屯區,0,1,0,8,3,5,80,10,9,1,5,4,5,7,4,4,2,3,5,2,13,16,2,9,3,4,B03,7,9,1,8,2,1,  ,16,16,1,5,8,B03,24.178558,120.720936,2
2018,12,7,0,25,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.192751,120.690693,3
2018,12,7,0,35,臺中市,龍井區,0,2,0,8,3,5,60,4,1,1,5,4,5,7,2,1,10,5,5,2,17,25,3,10,1,4,B03,7,8,1,8,2,1,  ,25,25,1,21,8,B03,24.175696,120.581729,2
2018,12,7,0,57,臺中市,大里區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,22,5,C03,24.0841,120.712565,2
